Data,Hora,Pressao Atmosferica 1,Temperatura 1,Pressao Atmosferica 2,Temperatura 2
2024/05/09, 19:19, 957.6899,25.9867,957.3186,25.7978
2024/05/09, 19:19, 957.6961,25.9886,957.3212,25.7990
2024/05/09, 19:19, 957.6937,25.9890,957.3356,25.8013
2024/05/09, 19:19, 957.6878,25.9890,957.3345,25.8013
2024/05/09, 19:19, 957.6772,25.9910,957.3275,25.8016
2024/05/09, 19:19, 957.6951,25.9913,957.3197,25.8026
2024/05/09, 19:19, 957.6858,25.9909,957.3109,25.8036
2024/05/09, 19:19, 957.6794,25.9901,957.3185,25.8034
2024/05/09, 19:20, 957.6714,25.9893,957.3132,25.8027
2024/05/09, 19:20, 957.6761,25.9886,957.3239,25.8004
2024/05/09, 19:20, 957.6901,25.9873,957.3285,25.8003
2024/05/09, 19:20, 957.7018,25.9859,957.3283,25.8009
2024/05/09, 19:20, 957.6895,25.9833,957.3391,25.8009
2024/05/09, 19:20, 957.6894,25.9848,957.3404,25.8025
2024/05/09, 19:20, 957.6887,25.9849,957.3247,25.8014
2024/05/09, 19:20, 957.6947,25.9851,957.3239,25.8030
2024/05/09, 19:20, 957.6899,25.9865,957.3292,25.8047
2024/05/09, 19:20, 957.6920,25.9909,957.3259,25.8036
2024/05/09, 19:20, 957.6888,25.9922,957.3270,25.8058
2024/05/09, 19:21, 957.6847,25.9947,957.3270,25.8048
2024/05/09, 19:21, 957.6951,25.9958,957.3451,25.8039
2024/05/09, 19:21, 957.6892,25.9975,957.3426,25.8062
2024/05/09, 19:21, 957.6892,25.9986,957.3324,25.8075
2024/05/09, 19:21, 957.6749,25.9995,957.3207,25.8092
2024/05/09, 19:21, 957.6875,26.0023,957.3193,25.8094
2024/05/09, 19:21, 957.6942,26.0020,957.3212,25.8102
2024/05/09, 19:21, 957.6819,26.0034,957.3229,25.8079
2024/05/09, 19:21, 957.6805,26.0032,957.3080,25.8067
2024/05/09, 19:21, 957.6816,26.0027,957.3245,25.8074
2024/05/09, 19:21, 957.6848,26.0032,957.3214,25.8065
2024/05/09, 19:21, 957.6895,26.0025,957.3240,25.8054
2024/05/09, 19:22, 957.6857,26.0029,957.3275,25.8078
2024/05/09, 19:22, 957.6785,26.0052,957.3217,25.8098
2024/05/09, 19:22, 957.6791,26.0045,957.3236,25.8101
2024/05/09, 19:22, 957.6888,26.0060,957.3209,25.8137
2024/05/09, 19:22, 957.6802,26.0082,957.3104,25.8131
2024/05/09, 19:22, 957.6805,26.0079,957.3135,25.8152
2024/05/09, 19:22, 957.6749,26.0072,957.3070,25.8129
2024/05/09, 19:22, 957.6747,26.0058,957.3031,25.8122
2024/05/09, 19:22, 957.6781,26.0049,957.3141,25.8137
2024/05/09, 19:22, 957.6895,26.0078,957.3239,25.8153
2024/05/09, 19:22, 957.6694,26.0106,957.3055,25.8177
2024/05/09, 19:22, 957.6578,26.0113,957.3027,25.8167
2024/05/09, 19:23, 957.6588,26.0106,957.3109,25.8182
2024/05/09, 19:23, 957.6662,26.0098,957.3080,25.8191
2024/05/09, 19:23, 957.6742,26.0106,957.2996,25.8182
2024/05/09, 19:23, 957.6741,26.0103,957.2997,25.8180
2024/05/09, 19:23, 957.6769,26.0101,957.3044,25.8171
2024/05/09, 19:23, 957.6898,26.0095,957.3074,25.8177
2024/05/09, 19:23, 957.7001,26.0091,957.3156,25.8189
2024/05/09, 19:23, 957.6853,26.0082,957.3145,25.8192
2024/05/09, 19:23, 957.6717,26.0076,957.3076,25.8215
2024/05/09, 19:23, 957.6717,26.0070,957.3148,25.8224
2024/05/09, 19:23, 957.6646,26.0072,957.2953,25.8215
2024/05/09, 19:23, 957.6650,26.0098,957.2932,25.8217
2024/05/09, 19:24, 957.6566,26.0128,957.2994,25.8206
2024/05/09, 19:24, 957.6577,26.0150,957.3059,25.8258
2024/05/09, 19:24, 957.6612,26.0190,957.2947,25.8253
2024/05/09, 19:24, 957.6492,26.0198,957.2905,25.8265
2024/05/09, 19:24, 957.6505,26.0199,957.3017,25.8274
2024/05/09, 19:24, 957.6632,26.0183,957.3022,25.8271
2024/05/09, 19:24, 957.6693,26.0190,957.3092,25.8274
2024/05/09, 19:24, 957.6738,26.0185,957.3123,25.8259
2024/05/09, 19:24, 957.6728,26.0159,957.3279,25.8272
2024/05/09, 19:24, 957.6746,26.0146,957.3209,25.8257
2024/05/09, 19:24, 957.6699,26.0140,957.3231,25.8273
2024/05/09, 19:24, 957.6747,26.0156,957.3201,25.8276
2024/05/09, 19:25, 957.6680,26.0161,957.3239,25.8306
2024/05/09, 19:25, 957.6772,26.0184,957.3164,25.8305
2024/05/09, 19:25, 957.6789,26.0212,957.3180,25.8311
2024/05/09, 19:25, 957.6785,26.0226,957.3151,25.8317
2024/05/09, 19:25, 957.6835,26.0254,957.3224,25.8325
2024/05/09, 19:25, 957.6797,26.0287,957.3192,25.8337
2024/05/09, 19:25, 957.6791,26.0310,957.3122,25.8342
2024/05/09, 19:25, 957.6817,26.0347,957.3020,25.8339
2024/05/09, 19:25, 957.6879,26.0340,957.3095,25.8339
2024/05/09, 19:25, 957.6750,26.0312,957.3167,25.8364
2024/05/09, 19:25, 957.6758,26.0314,957.3164,25.8370
2024/05/09, 19:25, 957.6822,26.0341,957.3246,25.8374
2024/05/09, 19:26, 957.6902,26.0347,957.3324,25.8379
2024/05/09, 19:26, 957.6791,26.0333,957.3122,25.8371
2024/05/09, 19:26, 957.6789,26.0326,957.3152,25.8376
2024/05/09, 19:26, 957.6845,26.0309,957.3024,25.8378
2024/05/09, 19:26, 957.6844,26.0277,957.3041,25.8382
2024/05/09, 19:26, 957.6864,26.0260,957.3161,25.8385
2024/05/09, 19:26, 957.6804,26.0259,957.3153,25.8373
2024/05/09, 19:26, 957.6860,26.0270,957.3088,25.8367
2024/05/09, 19:26, 957.6755,26.0295,957.3052,25.8373
2024/05/09, 19:26, 957.6780,26.0346,957.3109,25.8403
2024/05/09, 19:26, 957.6750,26.0373,957.3145,25.8416
2024/05/09, 19:26, 957.6788,26.0388,957.3081,25.8404
2024/05/09, 19:27, 957.6792,26.0397,957.3148,25.8406
2024/05/09, 19:27, 957.6678,26.0380,957.3130,25.8405
2024/05/09, 19:27, 957.6732,26.0326,957.3155,25.8419
2024/05/09, 19:27, 957.6696,26.0298,957.3064,25.8412
2024/05/09, 19:27, 957.6766,26.0263,957.3123,25.8400
2024/05/09, 19:27, 957.6683,26.0243,957.3104,25.8405
2024/05/09, 19:27, 957.6655,26.0247,957.3145,25.8402
2024/05/09, 19:27, 957.6882,26.0268,957.3219,25.8413
2024/05/09, 19:27, 957.6845,26.0280,957.3130,25.8439
2024/05/09, 19:27, 957.6810,26.0278,957.3198,25.8447
2024/05/09, 19:27, 957.6898,26.0281,957.3279,25.8458
2024/05/09, 19:27, 957.6860,26.0259,957.3206,25.8445
2024/05/09, 19:28, 957.6796,26.0250,957.3143,25.8439
2024/05/09, 19:28, 957.6805,26.0268,957.3296,25.8454
2024/05/09, 19:28, 957.6761,26.0267,957.3394,25.8466
2024/05/09, 19:28, 957.6763,26.0279,957.3356,25.8491
2024/05/09, 19:28, 957.6886,26.0304,957.3356,25.8497
2024/05/09, 19:28, 957.6942,26.0354,957.3243,25.8504
2024/05/09, 19:28, 957.7093,26.0393,957.3311,25.8518
2024/05/09, 19:28, 957.7276,26.0410,957.3326,25.8530
2024/05/09, 19:28, 957.7239,26.0420,957.3478,25.8524
2024/05/09, 19:28, 957.7121,26.0409,957.3455,25.8498
2024/05/09, 19:28, 957.7103,26.0416,957.3495,25.8520
2024/05/09, 19:28, 957.7106,26.0417,957.3527,25.8533
2024/05/09, 19:29, 957.7207,26.0430,957.3546,25.8545
2024/05/09, 19:29, 957.7150,26.0443,957.3499,25.8539
2024/05/09, 19:29, 957.7250,26.0443,957.3474,25.8535
2024/05/09, 19:29, 957.7203,26.0465,957.3412,25.8535
2024/05/09, 19:29, 957.7247,26.0491,957.3516,25.8566
2024/05/09, 19:29, 957.7296,26.0508,957.3647,25.8568
2024/05/09, 19:29, 957.7414,26.0522,957.3641,25.8585
2024/05/09, 19:29, 957.7325,26.0547,957.3647,25.8593
2024/05/09, 19:29, 957.7258,26.0545,957.3713,25.8604
2024/05/09, 19:29, 957.7278,26.0554,957.3831,25.8612
2024/05/09, 19:29, 957.7347,26.0562,957.3755,25.8607
2024/05/09, 19:29, 957.7375,26.0564,957.3719,25.8597
2024/05/09, 19:30, 957.7358,26.0550,957.3640,25.8593
2024/05/09, 19:30, 957.7385,26.0555,957.3663,25.8592
2024/05/09, 19:30, 957.7286,26.0531,957.3719,25.8588
2024/05/09, 19:30, 957.7312,26.0526,957.3796,25.8609
2024/05/09, 19:30, 957.7353,26.0525,957.3713,25.8630
2024/05/09, 19:30, 957.7339,26.0502,957.3702,25.8643
2024/05/09, 19:30, 957.7361,26.0502,957.3779,25.8645
2024/05/09, 19:30, 957.7416,26.0504,957.3807,25.8656
2024/05/09, 19:30, 957.7394,26.0503,957.3777,25.8664
2024/05/09, 19:30, 957.7528,26.0492,957.3845,25.8661
2024/05/09, 19:30, 957.7590,26.0484,957.3896,25.8664
2024/05/09, 19:31, 957.7407,26.0484,957.3897,25.8666
2024/05/09, 19:31, 957.7466,26.0502,957.3802,25.8685
2024/05/09, 19:31, 957.7617,26.0536,957.3757,25.8683
2024/05/09, 19:31, 957.7402,26.0551,957.3813,25.8684
2024/05/09, 19:31, 957.7461,26.0550,957.3853,25.8684
2024/05/09, 19:31, 957.7555,26.0544,957.3873,25.8670
2024/05/09, 19:31, 957.7536,26.0513,957.3934,25.8668
2024/05/09, 19:31, 957.7480,26.0490,957.3896,25.8672
2024/05/09, 19:31, 957.7435,26.0466,957.3831,25.8649
2024/05/09, 19:31, 957.7375,26.0448,957.3869,25.8640
2024/05/09, 19:31, 957.7374,26.0440,957.3782,25.8651
2024/05/09, 19:31, 957.7366,26.0471,957.3661,25.8675
2024/05/09, 19:32, 957.7430,26.0516,957.3708,25.8706
2024/05/09, 19:32, 957.7363,26.0548,957.3713,25.8706
2024/05/09, 19:32, 957.7514,26.0554,957.3711,25.8733
2024/05/09, 19:32, 957.7584,26.0555,957.3665,25.8753
2024/05/09, 19:32, 957.7659,26.0561,957.3836,25.8755
2024/05/09, 19:32, 957.7643,26.0579,957.3920,25.8758
2024/05/09, 19:32, 957.7521,26.0619,957.3788,25.8780
2024/05/09, 19:32, 957.7581,26.0634,957.3771,25.8771
2024/05/09, 19:32, 957.7760,26.0648,957.4006,25.8792
2024/05/09, 19:32, 957.7761,26.0677,957.3984,25.8794
2024/05/09, 19:32, 957.7728,26.0685,957.4025,25.8778
2024/05/09, 19:32, 957.7781,26.0679,957.4088,25.8786
2024/05/09, 19:33, 957.7831,26.0665,957.4183,25.8779
2024/05/09, 19:33, 957.7825,26.0645,957.4177,25.8774
2024/05/09, 19:33, 957.7754,26.0645,957.4104,25.8769
2024/05/09, 19:33, 957.7820,26.0622,957.4174,25.8783
2024/05/09, 19:33, 957.7866,26.0600,957.4142,25.8785
2024/05/09, 19:33, 957.7910,26.0607,957.4108,25.8803
2024/05/09, 19:33, 957.7855,26.0648,957.4102,25.8828
2024/05/09, 19:33, 957.7824,26.0677,957.4032,25.8835
2024/05/09, 19:33, 957.7809,26.0684,957.4049,25.8836
2024/05/09, 19:33, 957.7683,26.0686,957.4084,25.8847
2024/05/09, 19:33, 957.7687,26.0679,957.4182,25.8855
2024/05/09, 19:33, 957.7671,26.0663,957.4250,25.8858
2024/05/09, 19:34, 957.7659,26.0660,957.4185,25.8853
2024/05/09, 19:34, 957.7737,26.0665,957.4085,25.8846
2024/05/09, 19:34, 957.7731,26.0687,957.4047,25.8842
2024/05/09, 19:34, 957.7732,26.0705,957.4002,25.8846
2024/05/09, 19:34, 957.7819,26.0706,957.3963,25.8852
2024/05/09, 19:34, 957.7745,26.0711,957.4073,25.8858
2024/05/09, 19:34, 957.7782,26.0720,957.4007,25.8852
2024/05/09, 19:34, 957.7860,26.0735,957.4128,25.8866
2024/05/09, 19:34, 957.7834,26.0746,957.4210,25.8873
2024/05/09, 19:34, 957.7890,26.0752,957.3917,25.8869
2024/05/09, 19:34, 957.7872,26.0760,957.3820,25.8857
2024/05/09, 19:34, 957.7785,26.0759,957.3690,25.8867
2024/05/09, 19:35, 957.7827,26.0759,957.3738,25.8859
2024/05/09, 19:35, 957.7952,26.0773,957.3819,25.8865
2024/05/09, 19:35, 957.7894,26.0780,957.3848,25.8904
2024/05/09, 19:35, 957.7801,26.0778,957.3836,25.8896
2024/05/09, 19:35, 957.7827,26.0768,957.3802,25.8886
2024/05/09, 19:35, 957.7846,26.0763,957.3815,25.8878
2024/05/09, 19:35, 957.7869,26.0764,957.3948,25.8865
2024/05/09, 19:35, 957.7939,26.0746,957.3918,25.8868
2024/05/09, 19:35, 957.7908,26.0747,957.3948,25.8873
2024/05/09, 19:35, 957.7766,26.0728,957.3900,25.8876
2024/05/09, 19:35, 957.7803,26.0741,957.3956,25.8883
2024/05/09, 19:35, 957.7805,26.0720,957.3971,25.8878
2024/05/09, 19:36, 957.7822,26.0703,957.4008,25.8878
2024/05/09, 19:36, 957.7772,26.0715,957.3943,25.8896
2024/05/09, 19:36, 957.7830,26.0703,957.3940,25.8894
2024/05/09, 19:36, 957.7954,26.0700,957.3959,25.8904
2024/05/09, 19:36, 957.7975,26.0685,957.3901,25.8899
2024/05/09, 19:36, 957.7890,26.0646,957.3940,25.8861
2024/05/09, 19:36, 957.7864,26.0638,957.4037,25.8840
2024/05/09, 19:36, 957.7896,26.0620,957.4058,25.8835
2024/05/09, 19:36, 957.7816,26.0626,957.4143,25.8840
2024/05/09, 19:36, 957.7910,26.0652,957.4075,25.8865
2024/05/09, 19:36, 957.7993,26.0686,957.4194,25.8912
2024/05/09, 19:36, 957.7941,26.0712,957.4269,25.8947
2024/05/09, 19:37, 957.7935,26.0704,957.4252,25.8933
2024/05/09, 19:37, 957.7963,26.0697,957.4239,25.8916
2024/05/09, 19:37, 957.8022,26.0685,957.4099,25.8928
2024/05/09, 19:37, 957.8091,26.0722,957.4135,25.8959
2024/05/09, 19:37, 957.8024,26.0734,957.4240,25.8969
2024/05/09, 19:37, 957.7994,26.0757,957.4236,25.8974
2024/05/09, 19:37, 957.7999,26.0785,957.4278,25.8998
2024/05/09, 19:37, 957.7911,26.0804,957.4129,25.9018
2024/05/09, 19:37, 957.7838,26.0829,957.4020,25.9029
2024/05/09, 19:37, 957.7817,26.0839,957.3908,25.9023
2024/05/09, 19:37, 957.7979,26.0854,957.3915,25.9026
2024/05/09, 19:37, 957.8112,26.0847,957.4026,25.9032
2024/05/09, 19:38, 957.8135,26.0856,957.4004,25.9039
2024/05/09, 19:38, 957.8078,26.0870,957.4052,25.9046
2024/05/09, 19:38, 957.7957,26.0886,957.4038,25.9058
2024/05/09, 19:38, 957.7978,26.0911,957.4082,25.9063
2024/05/09, 19:38, 957.7888,26.0884,957.4140,25.9065
2024/05/09, 19:38, 957.7960,26.0874,957.4153,25.9062
2024/05/09, 19:38, 957.7908,26.0860,957.4252,25.9067
2024/05/09, 19:38, 957.7966,26.0870,957.4187,25.9065
2024/05/09, 19:38, 957.8005,26.0882,957.4207,25.9076
2024/05/09, 19:38, 957.8000,26.0892,957.4202,25.9066
2024/05/09, 19:38, 957.8046,26.0880,957.4183,25.9088
2024/05/09, 19:38, 957.8030,26.0890,957.4242,25.9093
2024/05/09, 19:39, 957.7919,26.0881,957.4116,25.9072
2024/05/09, 19:39, 957.7919,26.0850,957.4183,25.9072
2024/05/09, 19:39, 957.7972,26.0845,957.4131,25.9073
2024/05/09, 19:39, 957.7986,26.0867,957.3979,25.9055
2024/05/09, 19:39, 957.7928,26.0883,957.3973,25.9057
2024/05/09, 19:39, 957.7958,26.0898,957.3942,25.9056
2024/05/09, 19:39, 957.7914,26.0909,957.3957,25.9068
2024/05/09, 19:39, 957.7957,26.0910,957.4105,25.9092
2024/05/09, 19:39, 957.7943,26.0920,957.4023,25.9099
2024/05/09, 19:39, 957.7941,26.0945,957.3984,25.9092
2024/05/09, 19:39, 957.8033,26.0963,957.4069,25.9099
2024/05/09, 19:39, 957.7930,26.0992,957.4154,25.9115
2024/05/09, 19:40, 957.8000,26.1018,957.4032,25.9126
2024/05/09, 19:40, 957.8053,26.1020,957.3995,25.9123
2024/05/09, 19:40, 957.8081,26.1007,957.3986,25.9115
2024/05/09, 19:40, 957.8072,26.0998,957.3882,25.9110
2024/05/09, 19:40, 957.8132,26.0986,957.3957,25.9126
2024/05/09, 19:40, 957.8166,26.0975,957.4035,25.9149
2024/05/09, 19:40, 957.8121,26.0997,957.4075,25.9160
2024/05/09, 19:40, 957.8197,26.1018,957.4211,25.9184
2024/05/09, 19:40, 957.8120,26.1010,957.4158,25.9175
2024/05/09, 19:40, 957.8066,26.1004,957.3974,25.9161
2024/05/09, 19:40, 957.8007,26.0978,957.3958,25.9165
2024/05/09, 19:41, 957.7983,26.0983,957.4055,25.9186
2024/05/09, 19:41, 957.7999,26.0990,957.4036,25.9184
2024/05/09, 19:41, 957.8061,26.1008,957.4085,25.9195
2024/05/09, 19:41, 957.8105,26.1019,957.4111,25.9211
2024/05/09, 19:41, 957.7985,26.1042,957.4038,25.9214
2024/05/09, 19:41, 957.7952,26.1038,957.4062,25.9210
2024/05/09, 19:41, 957.7933,26.1046,957.4030,25.9219
2024/05/09, 19:41, 957.8044,26.1054,957.4090,25.9217
2024/05/09, 19:41, 957.7941,26.1060,957.4006,25.9243
2024/05/09, 19:41, 957.7911,26.1050,957.4059,25.9243
2024/05/09, 19:41, 957.7918,26.1035,957.4040,25.9230
2024/05/09, 19:41, 957.7843,26.1041,957.3881,25.9242
2024/05/09, 19:42, 957.7833,26.1044,957.3926,25.9244
2024/05/09, 19:42, 957.7793,26.1018,957.3875,25.9233
2024/05/09, 19:42, 957.7893,26.1039,957.4070,25.9212
2024/05/09, 19:42, 957.7990,26.1066,957.4162,25.9231
2024/05/09, 19:42, 957.8022,26.1065,957.3939,25.9243
2024/05/09, 19:42, 957.7955,26.1046,957.3854,25.9235
2024/05/09, 19:42, 957.7900,26.1026,957.3989,25.9203
2024/05/09, 19:42, 957.7946,26.1008,957.4009,25.9195
2024/05/09, 19:42, 957.7896,26.1003,957.3921,25.9191
2024/05/09, 19:42, 957.7850,26.0994,957.3942,25.9194
2024/05/09, 19:42, 957.7882,26.1000,957.3870,25.9184
2024/05/09, 19:42, 957.7874,26.0991,957.3939,25.9183
2024/05/09, 19:43, 957.7808,26.0988,957.3872,25.9208
2024/05/09, 19:43, 957.7803,26.1012,957.3928,25.9216
2024/05/09, 19:43, 957.7759,26.1043,957.3986,25.9232
2024/05/09, 19:43, 957.7670,26.1079,957.3928,25.9244
2024/05/09, 19:43, 957.7760,26.1109,957.4084,25.9266
2024/05/09, 19:43, 957.7842,26.1139,957.4069,25.9239
2024/05/09, 19:43, 957.7867,26.1156,957.3970,25.9271
2024/05/09, 19:43, 957.8011,26.1169,957.4080,25.9268
2024/05/09, 19:43, 957.7990,26.1176,957.4033,25.9288
2024/05/09, 19:43, 957.8027,26.1186,957.4073,25.9277
2024/05/09, 19:43, 957.8010,26.1164,957.4152,25.9290
2024/05/09, 19:43, 957.7961,26.1139,957.4038,25.9302
2024/05/09, 19:44, 957.7902,26.1113,957.4029,25.9299
2024/05/09, 19:44, 957.7910,26.1099,957.3998,25.9306
2024/05/09, 19:44, 957.7921,26.1102,957.4037,25.9306
2024/05/09, 19:44, 957.7911,26.1123,957.4122,25.9320
2024/05/09, 19:44, 957.7835,26.1090,957.3973,25.9299
2024/05/09, 19:44, 957.7806,26.1093,957.3965,25.9299
2024/05/09, 19:44, 957.7859,26.1083,957.4008,25.9312
2024/05/09, 19:44, 957.7863,26.1110,957.3934,25.9299
2024/05/09, 19:44, 957.7792,26.1137,957.3924,25.9309
2024/05/09, 19:44, 957.7845,26.1158,957.3956,25.9327
2024/05/09, 19:44, 957.7812,26.1166,957.4048,25.9336
2024/05/09, 19:44, 957.7878,26.1197,957.4174,25.9355
2024/05/09, 19:45, 957.7941,26.1237,957.4084,25.9356
2024/05/09, 19:45, 957.7960,26.1244,957.4088,25.9347
2024/05/09, 19:45, 957.7957,26.1229,957.4012,25.9357
2024/05/09, 19:45, 957.7966,26.1232,957.4040,25.9357
2024/05/09, 19:45, 957.7911,26.1219,957.4100,25.9364
2024/05/09, 19:45, 957.7902,26.1219,957.4150,25.9366
2024/05/09, 19:45, 957.7870,26.1185,957.4080,25.9358
2024/05/09, 19:45, 957.7813,26.1168,957.4037,25.9343
2024/05/09, 19:45, 957.7913,26.1180,957.4018,25.9352
2024/05/09, 19:45, 957.7991,26.1162,957.4108,25.9363
2024/05/09, 19:45, 957.7952,26.1182,957.4021,25.9357
2024/05/09, 19:45, 957.7977,26.1205,957.3976,25.9374
2024/05/09, 19:46, 957.8044,26.1250,957.4065,25.9371
2024/05/09, 19:46, 957.8166,26.1278,957.4084,25.9387
2024/05/09, 19:46, 957.8156,26.1286,957.4227,25.9396
2024/05/09, 19:46, 957.8132,26.1266,957.4074,25.9407
2024/05/09, 19:46, 957.8152,26.1255,957.4129,25.9396
2024/05/09, 19:46, 957.8105,26.1228,957.4196,25.9381
2024/05/09, 19:46, 957.8198,26.1225,957.4166,25.9379
2024/05/09, 19:46, 957.8164,26.1221,957.3946,25.9372
2024/05/09, 19:46, 957.8152,26.1237,957.4006,25.9379
2024/05/09, 19:46, 957.8084,26.1236,957.4205,25.9391
2024/05/09, 19:46, 957.8118,26.1206,957.4133,25.9379
2024/05/09, 19:46, 957.8159,26.1198,957.4233,25.9395
2024/05/09, 19:47, 957.8271,26.1189,957.4319,25.9419
2024/05/09, 19:47, 957.8203,26.1193,957.4338,25.9411
2024/05/09, 19:47, 957.8131,26.1152,957.4326,25.9409
2024/05/09, 19:47, 957.8170,26.1152,957.4375,25.9405
2024/05/09, 19:47, 957.8181,26.1140,957.4447,25.9410
2024/05/09, 19:47, 957.8088,26.1154,957.4258,25.9418
2024/05/09, 19:47, 957.8096,26.1143,957.4182,25.9419
2024/05/09, 19:47, 957.8036,26.1145,957.4102,25.9421
2024/05/09, 19:47, 957.8063,26.1120,957.4086,25.9424
2024/05/09, 19:47, 957.8027,26.1134,957.4154,25.9416
2024/05/09, 19:47, 957.7960,26.1153,957.4174,25.9414
2024/05/09, 19:47, 957.7981,26.1171,957.4258,25.9422
2024/05/09, 19:48, 957.8007,26.1185,957.4189,25.9437
2024/05/09, 19:48, 957.7875,26.1162,957.4158,25.9446
2024/05/09, 19:48, 957.7913,26.1166,957.4270,25.9431
2024/05/09, 19:48, 957.8055,26.1170,957.4319,25.9433
2024/05/09, 19:48, 957.8193,26.1167,957.4334,25.9446
2024/05/09, 19:48, 957.8264,26.1181,957.4317,25.9456
2024/05/09, 19:48, 957.8215,26.1188,957.4440,25.9475
2024/05/09, 19:48, 957.8154,26.1188,957.4330,25.9473
2024/05/09, 19:48, 957.8073,26.1214,957.4260,25.9485
2024/05/09, 19:48, 957.8029,26.1224,957.4274,25.9492
2024/05/09, 19:48, 957.8088,26.1238,957.4230,25.9502
2024/05/09, 19:48, 957.8103,26.1215,957.4289,25.9497
2024/05/09, 19:49, 957.8251,26.1235,957.4244,25.9499
2024/05/09, 19:49, 957.8215,26.1254,957.4291,25.9515
2024/05/09, 19:49, 957.8064,26.1276,957.4282,25.9516
2024/05/09, 19:49, 957.8047,26.1306,957.4409,25.9540
2024/05/09, 19:49, 957.8187,26.1341,957.4565,25.9535
2024/05/09, 19:49, 957.8318,26.1342,957.4586,25.9532
2024/05/09, 19:49, 957.8162,26.1324,957.4418,25.9524
2024/05/09, 19:49, 957.8164,26.1331,957.4487,25.9531
2024/05/09, 19:49, 957.8099,26.1316,957.4461,25.9527
2024/05/09, 19:49, 957.8054,26.1320,957.4481,25.9501
2024/05/09, 19:49, 957.8033,26.1303,957.4420,25.9499
2024/05/09, 19:49, 957.8062,26.1294,957.4517,25.9511
2024/05/09, 19:50, 957.8041,26.1311,957.4428,25.9509
2024/05/09, 19:50, 957.8062,26.1310,957.4447,25.9531
2024/05/09, 19:50, 957.8107,26.1308,957.4471,25.9524
2024/05/09, 19:50, 957.8087,26.1327,957.4458,25.9545
2024/05/09, 19:50, 957.7986,26.1337,957.4473,25.9581
2024/05/09, 19:50, 957.8146,26.1357,957.4642,25.9589
2024/05/09, 19:50, 957.8204,26.1390,957.4655,25.9583
2024/05/09, 19:50, 957.8120,26.1385,957.4641,25.9577
2024/05/09, 19:50, 957.8176,26.1402,957.4680,25.9577
2024/05/09, 19:50, 957.8356,26.1403,957.4680,25.9569
2024/05/09, 19:50, 957.8383,26.1399,957.4628,25.9581
2024/05/09, 19:51, 957.8398,26.1421,957.4671,25.9593
2024/05/09, 19:51, 957.8356,26.1424,957.4565,25.9609
2024/05/09, 19:51, 957.8317,26.1439,957.4496,25.9609
2024/05/09, 19:51, 957.8351,26.1441,957.4470,25.9623
2024/05/09, 19:51, 957.8413,26.1416,957.4465,25.9607
2024/05/09, 19:51, 957.8384,26.1392,957.4501,25.9590
2024/05/09, 19:51, 957.8296,26.1359,957.4539,25.9582
2024/05/09, 19:51, 957.8176,26.1357,957.4598,25.9591
2024/05/09, 19:51, 957.8175,26.1372,957.4651,25.9609
2024/05/09, 19:51, 957.8198,26.1375,957.4567,25.9595
2024/05/09, 19:51, 957.8262,26.1376,957.4490,25.9613
2024/05/09, 19:51, 957.8296,26.1389,957.4494,25.9621
2024/05/09, 19:52, 957.8312,26.1430,957.4385,25.9634
2024/05/09, 19:52, 957.8166,26.1452,957.4498,25.9665
2024/05/09, 19:52, 957.8244,26.1441,957.4506,25.9695
2024/05/09, 19:52, 957.8317,26.1463,957.4395,25.9682
2024/05/09, 19:52, 957.8126,26.1457,957.4457,25.9696
2024/05/09, 19:52, 957.8148,26.1450,957.4528,25.9690
2024/05/09, 19:52, 957.8259,26.1456,957.4442,25.9692
2024/05/09, 19:52, 957.8279,26.1473,957.4510,25.9685
2024/05/09, 19:52, 957.8373,26.1518,957.4473,25.9691
2024/05/09, 19:52, 957.8374,26.1531,957.4501,25.9688
2024/05/09, 19:52, 957.8318,26.1533,957.4597,25.9692
2024/05/09, 19:52, 957.8385,26.1560,957.4662,25.9709
2024/05/09, 19:53, 957.8416,26.1576,957.4601,25.9708
2024/05/09, 19:53, 957.8314,26.1582,957.4545,25.9715
2024/05/09, 19:53, 957.8309,26.1590,957.4436,25.9697
2024/05/09, 19:53, 957.8385,26.1568,957.4434,25.9687
2024/05/09, 19:53, 957.8334,26.1563,957.4455,25.9696
2024/05/09, 19:53, 957.8254,26.1569,957.4584,25.9696
2024/05/09, 19:53, 957.8228,26.1558,957.4676,25.9697
2024/05/09, 19:53, 957.8317,26.1591,957.4698,25.9698
2024/05/09, 19:53, 957.8300,26.1615,957.4730,25.9706
2024/05/09, 19:53, 957.8242,26.1615,957.4705,25.9702
2024/05/09, 19:53, 957.8315,26.1630,957.4744,25.9715
2024/05/09, 19:53, 957.8365,26.1635,957.4688,25.9719
2024/05/09, 19:54, 957.8409,26.1617,957.4722,25.9706
2024/05/09, 19:54, 957.8377,26.1565,957.4708,25.9708
2024/05/09, 19:54, 957.8394,26.1533,957.4709,25.9723
2024/05/09, 19:54, 957.8412,26.1526,957.4825,25.9724
2024/05/09, 19:54, 957.8501,26.1525,957.4729,25.9732
2024/05/09, 19:54, 957.8380,26.1495,957.4741,25.9738
2024/05/09, 19:54, 957.8273,26.1458,957.4706,25.9720
2024/05/09, 19:54, 957.8309,26.1441,957.4778,25.9715
2024/05/09, 19:54, 957.8345,26.1432,957.4703,25.9693
2024/05/09, 19:54, 957.8306,26.1426,957.4658,25.9695
