Date,Time,Atmospheric pressure,Temperature
2024/05/07, 16:05, 955.2214, 29.5708
2024/05/07, 16:05, 955.2253, 29.5705
2024/05/07, 16:05, 955.2285, 29.5679
2024/05/07, 16:05, 955.2151, 29.5672
2024/05/07, 16:05, 955.2138, 29.5654
2024/05/07, 16:05, 955.2145, 29.5653
2024/05/07, 16:05, 955.2098, 29.5673
2024/05/07, 16:05, 955.2092, 29.5662
2024/05/07, 16:06, 955.2112, 29.5660
2024/05/07, 16:06, 955.2089, 29.5669
2024/05/07, 16:06, 955.2025, 29.5655
2024/05/07, 16:06, 955.1996, 29.5640
2024/05/07, 16:06, 955.1949, 29.5655
2024/05/07, 16:06, 955.1958, 29.5663
2024/05/07, 16:06, 955.1976, 29.5640
2024/05/07, 16:06, 955.1920, 29.5631
2024/05/07, 16:06, 955.1931, 29.5642
2024/05/07, 16:06, 955.1934, 29.5634
2024/05/07, 16:06, 955.1862, 29.5632
2024/05/07, 16:06, 955.1886, 29.5616
2024/05/07, 16:07, 955.1806, 29.5648
2024/05/07, 16:07, 955.1924, 29.5659
2024/05/07, 16:07, 955.1926, 29.5654
2024/05/07, 16:07, 955.1801, 29.5670
2024/05/07, 16:07, 955.1771, 29.5673
2024/05/07, 16:07, 955.1780, 29.5671
2024/05/07, 16:07, 955.1827, 29.5685
2024/05/07, 16:07, 955.1882, 29.5702
2024/05/07, 16:07, 955.1896, 29.5705
2024/05/07, 16:07, 955.1934, 29.5724
2024/05/07, 16:07, 955.1895, 29.5721
2024/05/07, 16:07, 955.1808, 29.5718
2024/05/07, 16:08, 955.1781, 29.5734
2024/05/07, 16:08, 955.1727, 29.5762
2024/05/07, 16:08, 955.1879, 29.5769
2024/05/07, 16:08, 955.1819, 29.5773
2024/05/07, 16:08, 955.1786, 29.5782
2024/05/07, 16:08, 955.1817, 29.5793
2024/05/07, 16:08, 955.1803, 29.5781
2024/05/07, 16:08, 955.1794, 29.5788
2024/05/07, 16:08, 955.1765, 29.5802
2024/05/07, 16:08, 955.1679, 29.5816
2024/05/07, 16:08, 955.1660, 29.5825
2024/05/07, 16:08, 955.1757, 29.5842
2024/05/07, 16:09, 955.1707, 29.5841
2024/05/07, 16:09, 955.1725, 29.5846
2024/05/07, 16:09, 955.1713, 29.5843
2024/05/07, 16:09, 955.1682, 29.5840
2024/05/07, 16:09, 955.1609, 29.5846
2024/05/07, 16:09, 955.1552, 29.5867
2024/05/07, 16:09, 955.1602, 29.5872
2024/05/07, 16:09, 955.1537, 29.5858
2024/05/07, 16:09, 955.1555, 29.5877
2024/05/07, 16:09, 955.1580, 29.5878
2024/05/07, 16:09, 955.1627, 29.5888
2024/05/07, 16:09, 955.1666, 29.5905
2024/05/07, 16:10, 955.1705, 29.5907
2024/05/07, 16:10, 955.1653, 29.5902
2024/05/07, 16:10, 955.1640, 29.5900
2024/05/07, 16:10, 955.1666, 29.5902
2024/05/07, 16:10, 955.1609, 29.5900
2024/05/07, 16:10, 955.1536, 29.5911
2024/05/07, 16:10, 955.1509, 29.5916
2024/05/07, 16:10, 955.1498, 29.5908
2024/05/07, 16:10, 955.1496, 29.5906
2024/05/07, 16:10, 955.1573, 29.5904
2024/05/07, 16:10, 955.1536, 29.5917
2024/05/07, 16:10, 955.1435, 29.5895
2024/05/07, 16:11, 955.1408, 29.5893
2024/05/07, 16:11, 955.1418, 29.5894
2024/05/07, 16:11, 955.1442, 29.5905
2024/05/07, 16:11, 955.1607, 29.5909
2024/05/07, 16:11, 955.1548, 29.5909
2024/05/07, 16:11, 955.1445, 29.5916
2024/05/07, 16:11, 955.1498, 29.5918
2024/05/07, 16:11, 955.1387, 29.5911
2024/05/07, 16:11, 955.1368, 29.5923
2024/05/07, 16:11, 955.1379, 29.5935
2024/05/07, 16:11, 955.1487, 29.5918
2024/05/07, 16:11, 955.1504, 29.5926
2024/05/07, 16:12, 955.1523, 29.5927
2024/05/07, 16:12, 955.1387, 29.5939
2024/05/07, 16:12, 955.1484, 29.5928
2024/05/07, 16:12, 955.1470, 29.5929
2024/05/07, 16:12, 955.1367, 29.5920
2024/05/07, 16:12, 955.1263, 29.5907
2024/05/07, 16:12, 955.1392, 29.5910
2024/05/07, 16:12, 955.1442, 29.5928
2024/05/07, 16:12, 955.1334, 29.5938
2024/05/07, 16:12, 955.1206, 29.5937
2024/05/07, 16:12, 955.1284, 29.5944
2024/05/07, 16:12, 955.1181, 29.5941
2024/05/07, 16:13, 955.1088, 29.5941
2024/05/07, 16:13, 955.1284, 29.5934
2024/05/07, 16:13, 955.1362, 29.5933
2024/05/07, 16:13, 955.1409, 29.5927
2024/05/07, 16:13, 955.1348, 29.5920
2024/05/07, 16:13, 955.1297, 29.5924
2024/05/07, 16:13, 955.1349, 29.5940
2024/05/07, 16:13, 955.1428, 29.5943
2024/05/07, 16:13, 955.1359, 29.5942
2024/05/07, 16:13, 955.1382, 29.5922
2024/05/07, 16:13, 955.1308, 29.5932
2024/05/07, 16:13, 955.1234, 29.5927
2024/05/07, 16:14, 955.1217, 29.5936
2024/05/07, 16:14, 955.1265, 29.5936
2024/05/07, 16:14, 955.1228, 29.5938
2024/05/07, 16:14, 955.1317, 29.5959
2024/05/07, 16:14, 955.1445, 29.5944
2024/05/07, 16:14, 955.1434, 29.5945
2024/05/07, 16:14, 955.1389, 29.5949
2024/05/07, 16:14, 955.1334, 29.5935
2024/05/07, 16:14, 955.1337, 29.5951
2024/05/07, 16:14, 955.1382, 29.5946
2024/05/07, 16:14, 955.1311, 29.5947
2024/05/07, 16:15, 955.1442, 29.5954
2024/05/07, 16:15, 955.1503, 29.5948
2024/05/07, 16:15, 955.1571, 29.5953
2024/05/07, 16:15, 955.1479, 29.5955
2024/05/07, 16:15, 955.1529, 29.5951
2024/05/07, 16:15, 955.1560, 29.5947
2024/05/07, 16:15, 955.1414, 29.5935
2024/05/07, 16:15, 955.1451, 29.5938
2024/05/07, 16:15, 955.1489, 29.5926
2024/05/07, 16:15, 955.1508, 29.5917
2024/05/07, 16:15, 955.1518, 29.5912
2024/05/07, 16:15, 955.1507, 29.5901
2024/05/07, 16:16, 955.1429, 29.5884
2024/05/07, 16:16, 955.1394, 29.5878
2024/05/07, 16:16, 955.1448, 29.5870
2024/05/07, 16:16, 955.1527, 29.5852
2024/05/07, 16:16, 955.1370, 29.5829
2024/05/07, 16:16, 955.1415, 29.5815
2024/05/07, 16:16, 955.1443, 29.5793
2024/05/07, 16:16, 955.1474, 29.5786
2024/05/07, 16:16, 955.1395, 29.5776
2024/05/07, 16:16, 955.1395, 29.5764
2024/05/07, 16:16, 955.1314, 29.5741
2024/05/07, 16:16, 955.1369, 29.5730
2024/05/07, 16:17, 955.1378, 29.5714
2024/05/07, 16:17, 955.1331, 29.5706
2024/05/07, 16:17, 955.1270, 29.5694
2024/05/07, 16:17, 955.1318, 29.5671
2024/05/07, 16:17, 955.1300, 29.5649
2024/05/07, 16:17, 955.1193, 29.5625
2024/05/07, 16:17, 955.1239, 29.5623
2024/05/07, 16:17, 955.1268, 29.5615
2024/05/07, 16:17, 955.1346, 29.5608
2024/05/07, 16:17, 955.1277, 29.5579
2024/05/07, 16:17, 955.1156, 29.5567
2024/05/07, 16:17, 955.1203, 29.5564
2024/05/07, 16:18, 955.1211, 29.5551
2024/05/07, 16:18, 955.1281, 29.5540
2024/05/07, 16:18, 955.1268, 29.5524
2024/05/07, 16:18, 955.1270, 29.5503
2024/05/07, 16:18, 955.1211, 29.5466
2024/05/07, 16:18, 955.1244, 29.5457
2024/05/07, 16:18, 955.1303, 29.5455
2024/05/07, 16:18, 955.1231, 29.5452
2024/05/07, 16:18, 955.1310, 29.5427
2024/05/07, 16:18, 955.1290, 29.5409
2024/05/07, 16:18, 955.1387, 29.5406
2024/05/07, 16:18, 955.1387, 29.5403
2024/05/07, 16:19, 955.1389, 29.5385
2024/05/07, 16:19, 955.1426, 29.5381
2024/05/07, 16:19, 955.1349, 29.5361
2024/05/07, 16:19, 955.1362, 29.5363
2024/05/07, 16:19, 955.1511, 29.5369
2024/05/07, 16:19, 955.1443, 29.5346
2024/05/07, 16:19, 955.1375, 29.5334
2024/05/07, 16:19, 955.1370, 29.5314
2024/05/07, 16:19, 955.1321, 29.5301
2024/05/07, 16:19, 955.1359, 29.5313
2024/05/07, 16:19, 955.1457, 29.5302
2024/05/07, 16:19, 955.1523, 29.5301
2024/05/07, 16:20, 955.1559, 29.5315
2024/05/07, 16:20, 955.1443, 29.5300
2024/05/07, 16:20, 955.1358, 29.5286
2024/05/07, 16:20, 955.1381, 29.5278
2024/05/07, 16:20, 955.1462, 29.5283
2024/05/07, 16:20, 955.1381, 29.5274
2024/05/07, 16:20, 955.1390, 29.5267
2024/05/07, 16:20, 955.1340, 29.5245
2024/05/07, 16:20, 955.1320, 29.5232
2024/05/07, 16:20, 955.1425, 29.5236
2024/05/07, 16:20, 955.1299, 29.5236
2024/05/07, 16:20, 955.1349, 29.5232
2024/05/07, 16:21, 955.1146, 29.5226
2024/05/07, 16:21, 955.1135, 29.5213
2024/05/07, 16:21, 955.1082, 29.5196
2024/05/07, 16:21, 955.1169, 29.5194
2024/05/07, 16:21, 955.1297, 29.5197
2024/05/07, 16:21, 955.1308, 29.5189
2024/05/07, 16:21, 955.1367, 29.5181
2024/05/07, 16:21, 955.1392, 29.5185
2024/05/07, 16:21, 955.1426, 29.5194
2024/05/07, 16:21, 955.1453, 29.5186
2024/05/07, 16:21, 955.1379, 29.5183
2024/05/07, 16:21, 955.1292, 29.5180
2024/05/07, 16:22, 955.1365, 29.5176
2024/05/07, 16:22, 955.1376, 29.5170
2024/05/07, 16:22, 955.1469, 29.5170
2024/05/07, 16:22, 955.1426, 29.5156
2024/05/07, 16:22, 955.1429, 29.5157
2024/05/07, 16:22, 955.1407, 29.5129
2024/05/07, 16:22, 955.1404, 29.5128
2024/05/07, 16:22, 955.1428, 29.5113
2024/05/07, 16:22, 955.1619, 29.5130
2024/05/07, 16:22, 955.1603, 29.5122
2024/05/07, 16:22, 955.1638, 29.5120
2024/05/07, 16:22, 955.1652, 29.5129
2024/05/07, 16:23, 955.1671, 29.5116
2024/05/07, 16:23, 955.1506, 29.5104
2024/05/07, 16:23, 955.1512, 29.5101
2024/05/07, 16:23, 955.1591, 29.5101
2024/05/07, 16:23, 955.1539, 29.5094
2024/05/07, 16:23, 955.1563, 29.5085
2024/05/07, 16:23, 955.1555, 29.5082
2024/05/07, 16:23, 955.1534, 29.5072
2024/05/07, 16:23, 955.1586, 29.5050
2024/05/07, 16:23, 955.1500, 29.5039
2024/05/07, 16:23, 955.1519, 29.5040
2024/05/07, 16:23, 955.1660, 29.5025
2024/05/07, 16:24, 955.1506, 29.5013
2024/05/07, 16:24, 955.1621, 29.5007
2024/05/07, 16:24, 955.1661, 29.5003
2024/05/07, 16:24, 955.1671, 29.5007
2024/05/07, 16:24, 955.1702, 29.5001
2024/05/07, 16:24, 955.1682, 29.4977
2024/05/07, 16:24, 955.1777, 29.4973
2024/05/07, 16:24, 955.1732, 29.4976
2024/05/07, 16:24, 955.1829, 29.4981
2024/05/07, 16:24, 955.1764, 29.4964
2024/05/07, 16:24, 955.1780, 29.4951
2024/05/07, 16:24, 955.1801, 29.4948
2024/05/07, 16:25, 955.1861, 29.4947
2024/05/07, 16:25, 955.1837, 29.4947
2024/05/07, 16:25, 955.1937, 29.4949
2024/05/07, 16:25, 955.1881, 29.4931
2024/05/07, 16:25, 955.1823, 29.4915
2024/05/07, 16:25, 955.1931, 29.4927
2024/05/07, 16:25, 955.1909, 29.4920
2024/05/07, 16:25, 955.1903, 29.4908
2024/05/07, 16:25, 955.1992, 29.4894
2024/05/07, 16:25, 955.2117, 29.4880
2024/05/07, 16:25, 955.1970, 29.4872
2024/05/07, 16:25, 955.2012, 29.4865
2024/05/07, 16:26, 955.1970, 29.4850
2024/05/07, 16:26, 955.1867, 29.4823
2024/05/07, 16:26, 955.1890, 29.4806
2024/05/07, 16:26, 955.1827, 29.4802
2024/05/07, 16:26, 955.1774, 29.4789
2024/05/07, 16:26, 955.1967, 29.4777
2024/05/07, 16:26, 955.1997, 29.4758
2024/05/07, 16:26, 955.1920, 29.4749
2024/05/07, 16:26, 955.1906, 29.4751
2024/05/07, 16:26, 955.1933, 29.4739
2024/05/07, 16:26, 955.1904, 29.4730
2024/05/07, 16:27, 955.1879, 29.4723
2024/05/07, 16:27, 955.2006, 29.4711
2024/05/07, 16:27, 955.2053, 29.4695
2024/05/07, 16:27, 955.2009, 29.4679
2024/05/07, 16:27, 955.1830, 29.4675
2024/05/07, 16:27, 955.1936, 29.4678
2024/05/07, 16:27, 955.2059, 29.4664
2024/05/07, 16:27, 955.2110, 29.4662
2024/05/07, 16:27, 955.1990, 29.4659
2024/05/07, 16:27, 955.2062, 29.4651
2024/05/07, 16:27, 955.2007, 29.4637
2024/05/07, 16:27, 955.1905, 29.4604
2024/05/07, 16:28, 955.1895, 29.4597
2024/05/07, 16:28, 955.2140, 29.4596
2024/05/07, 16:28, 955.2120, 29.4588
2024/05/07, 16:28, 955.2123, 29.4573
2024/05/07, 16:28, 955.2127, 29.4563
2024/05/07, 16:28, 955.2122, 29.4553
2024/05/07, 16:28, 955.2092, 29.4522
2024/05/07, 16:28, 955.2172, 29.4516
2024/05/07, 16:28, 955.2235, 29.4502
2024/05/07, 16:28, 955.2178, 29.4485
2024/05/07, 16:28, 955.2098, 29.4478
2024/05/07, 16:28, 955.2134, 29.4463
2024/05/07, 16:29, 955.2219, 29.4444
2024/05/07, 16:29, 955.2180, 29.4429
2024/05/07, 16:29, 955.2206, 29.4406
2024/05/07, 16:29, 955.2374, 29.4402
2024/05/07, 16:29, 955.2330, 29.4384
2024/05/07, 16:29, 955.2205, 29.4366
2024/05/07, 16:29, 955.2410, 29.4355
2024/05/07, 16:29, 955.2419, 29.4338
2024/05/07, 16:29, 955.2418, 29.4329
2024/05/07, 16:29, 955.2399, 29.4315
2024/05/07, 16:29, 955.2567, 29.4301
2024/05/07, 16:29, 955.2607, 29.4282
2024/05/07, 16:30, 955.2603, 29.4258
2024/05/07, 16:30, 955.2378, 29.4243
2024/05/07, 16:30, 955.2595, 29.4222
2024/05/07, 16:30, 955.2793, 29.4223
2024/05/07, 16:30, 955.2756, 29.4206
2024/05/07, 16:30, 955.2622, 29.4187
2024/05/07, 16:30, 955.2617, 29.4176
2024/05/07, 16:30, 955.2693, 29.4157
2024/05/07, 16:30, 955.2787, 29.4141
2024/05/07, 16:30, 955.2940, 29.4126
2024/05/07, 16:30, 955.2916, 29.4122
2024/05/07, 16:30, 955.2937, 29.4098
2024/05/07, 16:31, 955.3015, 29.4078
2024/05/07, 16:31, 955.3111, 29.4067
2024/05/07, 16:31, 955.3207, 29.4069
2024/05/07, 16:31, 955.3293, 29.4058
2024/05/07, 16:31, 955.3239, 29.4041
2024/05/07, 16:31, 955.3172, 29.4021
2024/05/07, 16:31, 955.3137, 29.4003
2024/05/07, 16:31, 955.3183, 29.4000
2024/05/07, 16:31, 955.3173, 29.3982
2024/05/07, 16:31, 955.3264, 29.3962
2024/05/07, 16:31, 955.3250, 29.3949
2024/05/07, 16:31, 955.3279, 29.3927
2024/05/07, 16:32, 955.3125, 29.3908
2024/05/07, 16:32, 955.3195, 29.3914
2024/05/07, 16:32, 955.3242, 29.3893
2024/05/07, 16:32, 955.3295, 29.3874
2024/05/07, 16:32, 955.3223, 29.3889
2024/05/07, 16:32, 955.3239, 29.3883
2024/05/07, 16:32, 955.3370, 29.3851
2024/05/07, 16:32, 955.3373, 29.3841
2024/05/07, 16:32, 955.3400, 29.3817
2024/05/07, 16:32, 955.3466, 29.3793
2024/05/07, 16:32, 955.3512, 29.3771
2024/05/07, 16:32, 955.3420, 29.3748
2024/05/07, 16:33, 955.3389, 29.3754
2024/05/07, 16:33, 955.3505, 29.3720
2024/05/07, 16:33, 955.3431, 29.3711
2024/05/07, 16:33, 955.3555, 29.3715
2024/05/07, 16:33, 955.3526, 29.3710
2024/05/07, 16:33, 955.3580, 29.3692
2024/05/07, 16:33, 955.3666, 29.3679
2024/05/07, 16:33, 955.3651, 29.3660
2024/05/07, 16:33, 955.3649, 29.3629
2024/05/07, 16:33, 955.3543, 29.3610
2024/05/07, 16:33, 955.3615, 29.3597
2024/05/07, 16:33, 955.3617, 29.3594
2024/05/07, 16:34, 955.3608, 29.3585
2024/05/07, 16:34, 955.3577, 29.3558
2024/05/07, 16:34, 955.3677, 29.3556
2024/05/07, 16:34, 955.3627, 29.3551
2024/05/07, 16:34, 955.3555, 29.3524
2024/05/07, 16:34, 955.3510, 29.3521
2024/05/07, 16:34, 955.3521, 29.3490
2024/05/07, 16:34, 955.3531, 29.3469
2024/05/07, 16:34, 955.3571, 29.3454
2024/05/07, 16:34, 955.3563, 29.3442
2024/05/07, 16:34, 955.3591, 29.3421
2024/05/07, 16:34, 955.3638, 29.3421
2024/05/07, 16:35, 955.3552, 29.3400
2024/05/07, 16:35, 955.3638, 29.3386
2024/05/07, 16:35, 955.3663, 29.3386
2024/05/07, 16:35, 955.3690, 29.3369
2024/05/07, 16:35, 955.3603, 29.3346
2024/05/07, 16:35, 955.3688, 29.3321
2024/05/07, 16:35, 955.3741, 29.3303
2024/05/07, 16:35, 955.3531, 29.3281
2024/05/07, 16:35, 955.3621, 29.3265
2024/05/07, 16:35, 955.3716, 29.3251
2024/05/07, 16:35, 955.3806, 29.3243
2024/05/07, 16:35, 955.3805, 29.3232
2024/05/07, 16:36, 955.3771, 29.3212
2024/05/07, 16:36, 955.3727, 29.3202
2024/05/07, 16:36, 955.3715, 29.3174
2024/05/07, 16:36, 955.3642, 29.3135
2024/05/07, 16:36, 955.3593, 29.3124
2024/05/07, 16:36, 955.3688, 29.3130
2024/05/07, 16:36, 955.3734, 29.3121
2024/05/07, 16:36, 955.3728, 29.3091
2024/05/07, 16:36, 955.3716, 29.3071
2024/05/07, 16:36, 955.3674, 29.3054
2024/05/07, 16:36, 955.3831, 29.3050
2024/05/07, 16:36, 955.3817, 29.3026
2024/05/07, 16:37, 955.3840, 29.3007
2024/05/07, 16:37, 955.3886, 29.2992
2024/05/07, 16:37, 955.3912, 29.2995
2024/05/07, 16:37, 955.3928, 29.2979
2024/05/07, 16:37, 955.3856, 29.2968
2024/05/07, 16:37, 955.3845, 29.2959
2024/05/07, 16:37, 955.3805, 29.2958
2024/05/07, 16:37, 955.3831, 29.2941
2024/05/07, 16:37, 955.3748, 29.2940
2024/05/07, 16:37, 955.3663, 29.2918
2024/05/07, 16:37, 955.3681, 29.2896
2024/05/07, 16:37, 955.3799, 29.2891
2024/05/07, 16:38, 955.3737, 29.2866
2024/05/07, 16:38, 955.3744, 29.2852
2024/05/07, 16:38, 955.3884, 29.2836
2024/05/07, 16:38, 955.3884, 29.2815
2024/05/07, 16:38, 955.3831, 29.2782
2024/05/07, 16:38, 955.3945, 29.2767
2024/05/07, 16:38, 955.4038, 29.2751
2024/05/07, 16:38, 955.4026, 29.2733
2024/05/07, 16:38, 955.4053, 29.2724
2024/05/07, 16:38, 955.3929, 29.2682
2024/05/07, 16:38, 955.3914, 29.2664
2024/05/07, 16:38, 955.3922, 29.2650
2024/05/07, 16:39, 955.3870, 29.2626
2024/05/07, 16:39, 955.3847, 29.2606
2024/05/07, 16:39, 955.3809, 29.2582
2024/05/07, 16:39, 955.3901, 29.2568
2024/05/07, 16:39, 955.4056, 29.2562
2024/05/07, 16:39, 955.4099, 29.2549
2024/05/07, 16:39, 955.4135, 29.2529
2024/05/07, 16:39, 955.4075, 29.2507
2024/05/07, 16:39, 955.3954, 29.2484
2024/05/07, 16:39, 955.4025, 29.2474
2024/05/07, 16:39, 955.4002, 29.2457
2024/05/07, 16:39, 955.4081, 29.2437
2024/05/07, 16:40, 955.3925, 29.2406
2024/05/07, 16:40, 955.3974, 29.2391
2024/05/07, 16:40, 955.3986, 29.2347
2024/05/07, 16:40, 955.3982, 29.2331
2024/05/07, 16:40, 955.3992, 29.2318
2024/05/07, 16:40, 955.3979, 29.2305
2024/05/07, 16:40, 955.3943, 29.2286
2024/05/07, 16:40, 955.3973, 29.2244
2024/05/07, 16:40, 955.3926, 29.2215
2024/05/07, 16:40, 955.3864, 29.2193
2024/05/07, 16:40, 955.4006, 29.2176
2024/05/07, 16:41, 955.3876, 29.2151
2024/05/07, 16:41, 955.3970, 29.2127
2024/05/07, 16:41, 955.3900, 29.2102
2024/05/07, 16:41, 955.3970, 29.2087
2024/05/07, 16:41, 955.4030, 29.2068
2024/05/07, 16:41, 955.3974, 29.2051
2024/05/07, 16:41, 955.4001, 29.2047
2024/05/07, 16:41, 955.3943, 29.2037
2024/05/07, 16:41, 955.3865, 29.2016
2024/05/07, 16:41, 955.3879, 29.1998
2024/05/07, 16:41, 955.3862, 29.1988
2024/05/07, 16:41, 955.3978, 29.1972
2024/05/07, 16:42, 955.3957, 29.1957
2024/05/07, 16:42, 955.3920, 29.1954
2024/05/07, 16:42, 955.3934, 29.1946
2024/05/07, 16:42, 955.3945, 29.1931
2024/05/07, 16:42, 955.3889, 29.1920
2024/05/07, 16:42, 955.4018, 29.1913
2024/05/07, 16:42, 955.4037, 29.1897
2024/05/07, 16:42, 955.3956, 29.1882
2024/05/07, 16:42, 955.4020, 29.1879
2024/05/07, 16:42, 955.4046, 29.1878
2024/05/07, 16:42, 955.4033, 29.1869
2024/05/07, 16:42, 955.4006, 29.1842
2024/05/07, 16:43, 955.3984, 29.1839
2024/05/07, 16:43, 955.3932, 29.1823
2024/05/07, 16:43, 955.3950, 29.1810
2024/05/07, 16:43, 955.3901, 29.1792
2024/05/07, 16:43, 955.3772, 29.1781
2024/05/07, 16:43, 955.3828, 29.1779
2024/05/07, 16:43, 955.3925, 29.1791
2024/05/07, 16:43, 955.3845, 29.1788
2024/05/07, 16:43, 955.3965, 29.1769
2024/05/07, 16:43, 955.4079, 29.1759
2024/05/07, 16:43, 955.4101, 29.1745
2024/05/07, 16:43, 955.3973, 29.1742
2024/05/07, 16:44, 955.3975, 29.1732
2024/05/07, 16:44, 955.3951, 29.1712
2024/05/07, 16:44, 955.4052, 29.1698
2024/05/07, 16:44, 955.4034, 29.1675
2024/05/07, 16:44, 955.4073, 29.1656
2024/05/07, 16:44, 955.4093, 29.1664
2024/05/07, 16:44, 955.4185, 29.1667
2024/05/07, 16:44, 955.4123, 29.1647
2024/05/07, 16:44, 955.4153, 29.1649
2024/05/07, 16:44, 955.4199, 29.1647
2024/05/07, 16:44, 955.4208, 29.1628
2024/05/07, 16:44, 955.4204, 29.1626
2024/05/07, 16:45, 955.4296, 29.1617
2024/05/07, 16:45, 955.4395, 29.1615
2024/05/07, 16:45, 955.4413, 29.1596
2024/05/07, 16:45, 955.4510, 29.1593
2024/05/07, 16:45, 955.4442, 29.1582
2024/05/07, 16:45, 955.4462, 29.1581
2024/05/07, 16:45, 955.4453, 29.1559
2024/05/07, 16:45, 955.4472, 29.1547
2024/05/07, 16:45, 955.4427, 29.1532
2024/05/07, 16:45, 955.4370, 29.1524
2024/05/07, 16:45, 955.4380, 29.1524
2024/05/07, 16:45, 955.4377, 29.1514
2024/05/07, 16:46, 955.4304, 29.1500
2024/05/07, 16:46, 955.4381, 29.1496
2024/05/07, 16:46, 955.4426, 29.1493
2024/05/07, 16:46, 955.4518, 29.1491
2024/05/07, 16:46, 955.4568, 29.1476
2024/05/07, 16:46, 955.4674, 29.1457
2024/05/07, 16:46, 955.4720, 29.1456
2024/05/07, 16:46, 955.4698, 29.1459
2024/05/07, 16:46, 955.4665, 29.1443
2024/05/07, 16:46, 955.4587, 29.1424
2024/05/07, 16:46, 955.4584, 29.1409
2024/05/07, 16:46, 955.4621, 29.1386
2024/05/07, 16:47, 955.4599, 29.1388
2024/05/07, 16:47, 955.4643, 29.1374
2024/05/07, 16:47, 955.4641, 29.1364
2024/05/07, 16:47, 955.4597, 29.1349
2024/05/07, 16:47, 955.4599, 29.1362
2024/05/07, 16:47, 955.4388, 29.1349
2024/05/07, 16:47, 955.4406, 29.1331
2024/05/07, 16:47, 955.4343, 29.1315
2024/05/07, 16:47, 955.4386, 29.1314
2024/05/07, 16:47, 955.4454, 29.1296
2024/05/07, 16:47, 955.4573, 29.1279
2024/05/07, 16:47, 955.4567, 29.1267
2024/05/07, 16:48, 955.4504, 29.1257
2024/05/07, 16:48, 955.4444, 29.1243
2024/05/07, 16:48, 955.4547, 29.1208
2024/05/07, 16:48, 955.4678, 29.1208
2024/05/07, 16:48, 955.4709, 29.1202
2024/05/07, 16:48, 955.4691, 29.1187
2024/05/07, 16:48, 955.4601, 29.1171
2024/05/07, 16:48, 955.4473, 29.1151
2024/05/07, 16:48, 955.4470, 29.1135
2024/05/07, 16:48, 955.4655, 29.1133
2024/05/07, 16:48, 955.4624, 29.1109
2024/05/07, 16:48, 955.4714, 29.1096
2024/05/07, 16:49, 955.4841, 29.1068
2024/05/07, 16:49, 955.4799, 29.1056
2024/05/07, 16:49, 955.4808, 29.1034
2024/05/07, 16:49, 955.4941, 29.1031
2024/05/07, 16:49, 955.5002, 29.1019
2024/05/07, 16:49, 955.5022, 29.0991
2024/05/07, 16:49, 955.4991, 29.0986
2024/05/07, 16:49, 955.5063, 29.0988
2024/05/07, 16:49, 955.4835, 29.0964
2024/05/07, 16:49, 955.4745, 29.0939
2024/05/07, 16:49, 955.4724, 29.0933
2024/05/07, 16:49, 955.4874, 29.0927
2024/05/07, 16:50, 955.4838, 29.0922
2024/05/07, 16:50, 955.4913, 29.0918
2024/05/07, 16:50, 955.4969, 29.0889
2024/05/07, 16:50, 955.4977, 29.0862
2024/05/07, 16:50, 955.4926, 29.0859
2024/05/07, 16:50, 955.5049, 29.0859
2024/05/07, 16:50, 955.5129, 29.0840
2024/05/07, 16:50, 955.5296, 29.0826
2024/05/07, 16:50, 955.5353, 29.0825
2024/05/07, 16:50, 955.5472, 29.0795
2024/05/07, 16:50, 955.5401, 29.0775
2024/05/07, 16:50, 955.5463, 29.0762
2024/05/07, 16:51, 955.5503, 29.0746
2024/05/07, 16:51, 955.5475, 29.0744
2024/05/07, 16:51, 955.5476, 29.0734
2024/05/07, 16:51, 955.5507, 29.0732
2024/05/07, 16:51, 955.5499, 29.0700
2024/05/07, 16:51, 955.5563, 29.0701
2024/05/07, 16:51, 955.5486, 29.0691
2024/05/07, 16:51, 955.5464, 29.0675
2024/05/07, 16:51, 955.5413, 29.0655
2024/05/07, 16:51, 955.5452, 29.0653
2024/05/07, 16:51, 955.5419, 29.0627
2024/05/07, 16:51, 955.5477, 29.0612
2024/05/07, 16:52, 955.5364, 29.0605
2024/05/07, 16:52, 955.5437, 29.0599
2024/05/07, 16:52, 955.5280, 29.0580
2024/05/07, 16:52, 955.5275, 29.0568
2024/05/07, 16:52, 955.5383, 29.0551
2024/05/07, 16:52, 955.5477, 29.0550
2024/05/07, 16:52, 955.5309, 29.0528
2024/05/07, 16:52, 955.5346, 29.0519
2024/05/07, 16:52, 955.5380, 29.0522
2024/05/07, 16:52, 955.5328, 29.0524
2024/05/07, 16:52, 955.5367, 29.0512
2024/05/07, 16:52, 955.5314, 29.0498
2024/05/07, 16:53, 955.5242, 29.0486
2024/05/07, 16:53, 955.5251, 29.0481
2024/05/07, 16:53, 955.5343, 29.0472
2024/05/07, 16:53, 955.5370, 29.0453
2024/05/07, 16:53, 955.5399, 29.0426
2024/05/07, 16:53, 955.5496, 29.0421
2024/05/07, 16:53, 955.5504, 29.0420
2024/05/07, 16:53, 955.5452, 29.0408
2024/05/07, 16:53, 955.5599, 29.0379
2024/05/07, 16:53, 955.5363, 29.0366
2024/05/07, 16:53, 955.5447, 29.0349
2024/05/07, 16:53, 955.5506, 29.0338
2024/05/07, 16:54, 955.5559, 29.0328
