Data,Hora,Pressao Atmosferica,Temperatura,Altitude Primeira fórmula(S/T),Altitude Segunda fórmula(C/T)
2024/05/07, 16:13,955.1308,29.5932,495.51,520.61
2024/05/07, 16:13,955.1234,29.5927,495.58,520.68
2024/05/07, 16:14,955.1217,29.5936,495.59,520.7
2024/05/07, 16:14,955.1265,29.5936,495.55,520.65
2024/05/07, 16:14,955.1228,29.5938,495.58,520.69
2024/05/07, 16:14,955.1317,29.5959,495.5,520.61
2024/05/07, 16:14,955.1445,29.5944,495.39,520.49
2024/05/07, 16:14,955.1434,29.5945,495.4,520.5
2024/05/07, 16:14,955.1389,29.5949,495.44,520.54
2024/05/07, 16:14,955.1334,29.5935,495.49,520.59
2024/05/07, 16:14,955.1337,29.5951,495.49,520.59
2024/05/07, 16:14,955.1382,29.5946,495.45,520.55
2024/05/07, 16:14,955.1311,29.5947,495.51,520.61
2024/05/07, 16:15,955.1442,29.5954,495.39,520.5
2024/05/07, 16:15,955.1503,29.5948,495.34,520.44
2024/05/07, 16:15,955.1571,29.5953,495.28,520.38
2024/05/07, 16:15,955.1479,29.5955,495.36,520.46
2024/05/07, 16:15,955.1529,29.5951,495.32,520.42
2024/05/07, 16:15,955.156,29.5947,495.29,520.39
2024/05/07, 16:15,955.1414,29.5935,495.42,520.52
2024/05/07, 16:15,955.1451,29.5938,495.39,520.48
2024/05/07, 16:15,955.1489,29.5926,495.35,520.45
2024/05/07, 16:15,955.1508,29.5917,495.34,520.43
2024/05/07, 16:15,955.1518,29.5912,495.33,520.42
2024/05/07, 16:15,955.1507,29.5901,495.34,520.43
2024/05/07, 16:16,955.1429,29.5884,495.41,520.5
2024/05/07, 16:16,955.1394,29.5878,495.44,520.53
2024/05/07, 16:16,955.1448,29.587,495.39,520.48
2024/05/07, 16:16,955.1527,29.5852,495.32,520.4
2024/05/07, 16:16,955.137,29.5829,495.46,520.54
2024/05/07, 16:16,955.1415,29.5815,495.42,520.5
2024/05/07, 16:16,955.1443,29.5793,495.39,520.47
2024/05/07, 16:16,955.1474,29.5786,495.37,520.44
2024/05/07, 16:16,955.1395,29.5776,495.43,520.51
2024/05/07, 16:16,955.1395,29.5764,495.43,520.51
2024/05/07, 16:16,955.1314,29.5741,495.51,520.58
2024/05/07, 16:16,955.1369,29.573,495.46,520.52
2024/05/07, 16:17,955.1378,29.5714,495.45,520.51
2024/05/07, 16:17,955.1331,29.5706,495.49,520.55
2024/05/07, 16:17,955.127,29.5694,495.54,520.61
2024/05/07, 16:17,955.1318,29.5671,495.5,520.56
2024/05/07, 16:17,955.13,29.5649,495.52,520.57
2024/05/07, 16:17,955.1193,29.5625,495.61,520.67
2024/05/07, 16:17,955.1239,29.5623,495.57,520.62
2024/05/07, 16:17,955.1268,29.5615,495.55,520.6
2024/05/07, 16:17,955.1346,29.5608,495.48,520.52
2024/05/07, 16:17,955.1277,29.5579,495.54,520.58
2024/05/07, 16:17,955.1156,29.5567,495.64,520.69
2024/05/07, 16:17,955.1203,29.5564,495.6,520.65
2024/05/07, 16:18,955.1211,29.5551,495.6,520.64
2024/05/07, 16:18,955.1281,29.554,495.53,520.57
2024/05/07, 16:18,955.1268,29.5524,495.55,520.58
2024/05/07, 16:18,955.127,29.5503,495.54,520.58
2024/05/07, 16:18,955.1211,29.5466,495.6,520.62
2024/05/07, 16:18,955.1244,29.5457,495.57,520.59
2024/05/07, 16:18,955.1303,29.5455,495.52,520.54
2024/05/07, 16:18,955.1231,29.5452,495.58,520.6
2024/05/07, 16:18,955.131,29.5427,495.51,520.53
2024/05/07, 16:18,955.129,29.5409,495.53,520.54
2024/05/07, 16:18,955.1387,29.5406,495.44,520.45
2024/05/07, 16:18,955.1387,29.5403,495.44,520.45
2024/05/07, 16:19,955.1389,29.5385,495.44,520.45
2024/05/07, 16:19,955.1426,29.5381,495.41,520.41
2024/05/07, 16:19,955.1349,29.5361,495.48,520.48
2024/05/07, 16:19,955.1362,29.5363,495.46,520.47
2024/05/07, 16:19,955.1511,29.5369,495.33,520.33
2024/05/07, 16:19,955.1443,29.5346,495.39,520.39
2024/05/07, 16:19,955.1375,29.5334,495.45,520.45
2024/05/07, 16:19,955.137,29.5314,495.46,520.45
2024/05/07, 16:19,955.1321,29.5301,495.5,520.49
2024/05/07, 16:19,955.1359,29.5313,495.47,520.46
2024/05/07, 16:19,955.1457,29.5302,495.38,520.37
2024/05/07, 16:19,955.1523,29.5301,495.32,520.31
2024/05/07, 16:20,955.1559,29.5315,495.29,520.28
2024/05/07, 16:20,955.1443,29.53,495.39,520.38
2024/05/07, 16:20,955.1358,29.5286,495.47,520.46
2024/05/07, 16:20,955.1381,29.5278,495.45,520.44
2024/05/07, 16:20,955.1462,29.5283,495.38,520.36
2024/05/07, 16:20,955.1381,29.5274,495.45,520.43
2024/05/07, 16:20,955.139,29.5267,495.44,520.43
2024/05/07, 16:20,955.134,29.5245,495.48,520.47
2024/05/07, 16:20,955.132,29.5232,495.5,520.48
2024/05/07, 16:20,955.1425,29.5236,495.41,520.39
2024/05/07, 16:20,955.1299,29.5236,495.52,520.5
2024/05/07, 16:20,955.1349,29.5232,495.48,520.46
2024/05/07, 16:21,955.1146,29.5226,495.65,520.64
2024/05/07, 16:21,955.1135,29.5213,495.66,520.65
2024/05/07, 16:21,955.1082,29.5196,495.71,520.7
2024/05/07, 16:21,955.1169,29.5194,495.63,520.62
2024/05/07, 16:21,955.1297,29.5197,495.52,520.5
2024/05/07, 16:21,955.1308,29.5189,495.51,520.49
2024/05/07, 16:21,955.1367,29.5181,495.46,520.43
2024/05/07, 16:21,955.1392,29.5185,495.44,520.41
2024/05/07, 16:21,955.1426,29.5194,495.41,520.38
2024/05/07, 16:21,955.1453,29.5186,495.38,520.35
2024/05/07, 16:21,955.1379,29.5183,495.45,520.42
2024/05/07, 16:21,955.1292,29.518,495.52,520.5
2024/05/07, 16:22,955.1365,29.5176,495.46,520.43
2024/05/07, 16:22,955.1376,29.517,495.45,520.42
2024/05/07, 16:22,955.1469,29.517,495.37,520.34
2024/05/07, 16:22,955.1426,29.5156,495.41,520.37
2024/05/07, 16:22,955.1429,29.5157,495.41,520.37
2024/05/07, 16:22,955.1407,29.5129,495.42,520.39
2024/05/07, 16:22,955.1404,29.5128,495.43,520.39
2024/05/07, 16:22,955.1428,29.5113,495.41,520.36
2024/05/07, 16:22,955.1619,29.513,495.24,520.19
2024/05/07, 16:22,955.1603,29.5122,495.25,520.2
2024/05/07, 16:22,955.1638,29.512,495.22,520.17
2024/05/07, 16:22,955.1652,29.5129,495.21,520.16
2024/05/07, 16:23,955.1671,29.5116,495.19,520.14
2024/05/07, 16:23,955.1506,29.5104,495.34,520.29
2024/05/07, 16:23,955.1512,29.5101,495.33,520.28
2024/05/07, 16:23,955.1591,29.5101,495.26,520.21
2024/05/07, 16:23,955.1539,29.5094,495.31,520.26
2024/05/07, 16:23,955.1563,29.5085,495.29,520.24
2024/05/07, 16:23,955.1555,29.5082,495.3,520.24
2024/05/07, 16:23,955.1534,29.5072,495.31,520.26
2024/05/07, 16:23,955.1586,29.505,495.27,520.21
2024/05/07, 16:23,955.15,29.5039,495.34,520.29
2024/05/07, 16:23,955.1519,29.504,495.33,520.27
2024/05/07, 16:23,955.166,29.5025,495.2,520.14
2024/05/07, 16:24,955.1506,29.5013,495.34,520.28
2024/05/07, 16:24,955.1621,29.5007,495.24,520.17
2024/05/07, 16:24,955.1661,29.5003,495.2,520.13
2024/05/07, 16:24,955.1671,29.5007,495.19,520.12
2024/05/07, 16:24,955.1702,29.5001,495.17,520.09
2024/05/07, 16:24,955.1682,29.4977,495.18,520.11
2024/05/07, 16:24,955.1777,29.4973,495.1,520.02
2024/05/07, 16:24,955.1732,29.4976,495.14,520.06
2024/05/07, 16:24,955.1829,29.4981,495.06,519.97
2024/05/07, 16:24,955.1764,29.4964,495.11,520.03
2024/05/07, 16:24,955.178,29.4951,495.1,520.01
2024/05/07, 16:24,955.1801,29.4948,495.08,519.99
2024/05/07, 16:25,955.1861,29.4947,495.03,519.94
2024/05/07, 16:25,955.1837,29.4947,495.05,519.96
2024/05/07, 16:25,955.1937,29.4949,494.96,519.87
2024/05/07, 16:25,955.1881,29.4931,495.01,519.92
2024/05/07, 16:25,955.1823,29.4915,495.06,519.97
2024/05/07, 16:25,955.1931,29.4927,494.97,519.87
2024/05/07, 16:25,955.1909,29.492,494.99,519.89
2024/05/07, 16:25,955.1903,29.4908,494.99,519.89
2024/05/07, 16:25,955.1992,29.4894,494.91,519.81
2024/05/07, 16:25,955.2117,29.488,494.8,519.69
2024/05/07, 16:25,955.197,29.4872,494.93,519.83
2024/05/07, 16:25,955.2012,29.4865,494.9,519.79
2024/05/07, 16:26,955.197,29.485,494.93,519.82
2024/05/07, 16:26,955.1867,29.4823,495.02,519.91
2024/05/07, 16:26,955.189,29.4806,495.0,519.89
2024/05/07, 16:26,955.1827,29.4802,495.06,519.94
2024/05/07, 16:26,955.1774,29.4789,495.1,519.99
2024/05/07, 16:26,955.1967,29.4777,494.94,519.81
2024/05/07, 16:26,955.1997,29.4758,494.91,519.78
2024/05/07, 16:26,955.192,29.4749,494.98,519.85
2024/05/07, 16:26,955.1906,29.4751,494.99,519.86
2024/05/07, 16:26,955.1933,29.4739,494.97,519.84
2024/05/07, 16:26,955.1904,29.473,494.99,519.86
2024/05/07, 16:27,955.1879,29.4723,495.01,519.88
2024/05/07, 16:27,955.2006,29.4711,494.9,519.76
2024/05/07, 16:27,955.2053,29.4695,494.86,519.72
2024/05/07, 16:27,955.2009,29.4679,494.9,519.76
2024/05/07, 16:27,955.183,29.4675,495.05,519.92
2024/05/07, 16:27,955.1936,29.4678,494.96,519.82
2024/05/07, 16:27,955.2059,29.4664,494.85,519.71
2024/05/07, 16:27,955.211,29.4662,494.81,519.66
2024/05/07, 16:27,955.199,29.4659,494.92,519.77
2024/05/07, 16:27,955.2062,29.4651,494.85,519.7
2024/05/07, 16:27,955.2007,29.4637,494.9,519.75
2024/05/07, 16:27,955.1905,29.4604,494.99,519.84
2024/05/07, 16:28,955.1895,29.4597,495.0,519.85
2024/05/07, 16:28,955.214,29.4596,494.78,519.62
2024/05/07, 16:28,955.212,29.4588,494.8,519.64
2024/05/07, 16:28,955.2123,29.4573,494.8,519.63
2024/05/07, 16:28,955.2127,29.4563,494.8,519.63
2024/05/07, 16:28,955.2122,29.4553,494.8,519.63
2024/05/07, 16:28,955.2092,29.4522,494.83,519.65
2024/05/07, 16:28,955.2172,29.4516,494.76,519.58
2024/05/07, 16:28,955.2235,29.4502,494.7,519.52
2024/05/07, 16:28,955.2178,29.4485,494.75,519.57
2024/05/07, 16:28,955.2098,29.4478,494.82,519.64
2024/05/07, 16:28,955.2134,29.4463,494.79,519.6
2024/05/07, 16:29,955.2219,29.4444,494.72,519.52
2024/05/07, 16:29,955.218,29.4429,494.75,519.56
2024/05/07, 16:29,955.2206,29.4406,494.73,519.53
2024/05/07, 16:29,955.2374,29.4402,494.58,519.37
2024/05/07, 16:29,955.233,29.4384,494.62,519.41
2024/05/07, 16:29,955.2205,29.4366,494.73,519.52
2024/05/07, 16:29,955.241,29.4355,494.55,519.33
2024/05/07, 16:29,955.2419,29.4338,494.54,519.32
2024/05/07, 16:29,955.2418,29.4329,494.54,519.32
2024/05/07, 16:29,955.2399,29.4315,494.56,519.34
2024/05/07, 16:29,955.2567,29.4301,494.41,519.18
2024/05/07, 16:29,955.2607,29.4282,494.38,519.14
2024/05/07, 16:30,955.2603,29.4258,494.38,519.14
2024/05/07, 16:30,955.2378,29.4243,494.58,519.34
2024/05/07, 16:30,955.2595,29.4222,494.39,519.14
2024/05/07, 16:30,955.2793,29.4223,494.21,518.96
2024/05/07, 16:30,955.2756,29.4206,494.25,518.99
2024/05/07, 16:30,955.2622,29.4187,494.36,519.11
2024/05/07, 16:30,955.2617,29.4176,494.37,519.11
2024/05/07, 16:30,955.2693,29.4157,494.3,519.04
2024/05/07, 16:30,955.2787,29.4141,494.22,518.95
2024/05/07, 16:30,955.294,29.4126,494.09,518.81
2024/05/07, 16:30,955.2916,29.4122,494.11,518.83
2024/05/07, 16:30,955.2937,29.4098,494.09,518.81
2024/05/07, 16:31,955.3015,29.4078,494.02,518.73
2024/05/07, 16:31,955.3111,29.4067,493.94,518.64
2024/05/07, 16:31,955.3207,29.4069,493.85,518.55
2024/05/07, 16:31,955.3293,29.4058,493.78,518.47
2024/05/07, 16:31,955.3239,29.4041,493.82,518.52
2024/05/07, 16:31,955.3172,29.4021,493.88,518.58
2024/05/07, 16:31,955.3137,29.4003,493.91,518.61
2024/05/07, 16:31,955.3183,29.4,493.87,518.56
2024/05/07, 16:31,955.3173,29.3982,493.88,518.57
2024/05/07, 16:31,955.3264,29.3962,493.8,518.48
2024/05/07, 16:31,955.325,29.3949,493.81,518.49
2024/05/07, 16:31,955.3279,29.3927,493.79,518.46
2024/05/07, 16:32,955.3125,29.3908,493.92,518.6
2024/05/07, 16:32,955.3195,29.3914,493.86,518.54
2024/05/07, 16:32,955.3242,29.3893,493.82,518.49
2024/05/07, 16:32,955.3295,29.3874,493.78,518.44
2024/05/07, 16:32,955.3223,29.3889,493.84,518.51
2024/05/07, 16:32,955.3239,29.3883,493.82,518.49
2024/05/07, 16:32,955.337,29.3851,493.71,518.37
2024/05/07, 16:32,955.3373,29.3841,493.71,518.36
2024/05/07, 16:32,955.34,29.3817,493.68,518.33
2024/05/07, 16:32,955.3466,29.3793,493.63,518.27
2024/05/07, 16:32,955.3512,29.3771,493.59,518.22
2024/05/07, 16:32,955.342,29.3748,493.67,518.3
2024/05/07, 16:33,955.3389,29.3754,493.69,518.33
2024/05/07, 16:33,955.3505,29.372,493.59,518.22
2024/05/07, 16:33,955.3431,29.3711,493.66,518.29
2024/05/07, 16:33,955.3555,29.3715,493.55,518.17
2024/05/07, 16:33,955.3526,29.371,493.57,518.2
2024/05/07, 16:33,955.358,29.3692,493.53,518.15
2024/05/07, 16:33,955.3666,29.3679,493.45,518.07
2024/05/07, 16:33,955.3651,29.366,493.46,518.08
2024/05/07, 16:33,955.3649,29.3629,493.47,518.07
2024/05/07, 16:33,955.3543,29.361,493.56,518.17
2024/05/07, 16:33,955.3615,29.3597,493.5,518.1
2024/05/07, 16:33,955.3617,29.3594,493.49,518.1
2024/05/07, 16:34,955.3608,29.3585,493.5,518.1
2024/05/07, 16:34,955.3577,29.3558,493.53,518.13
2024/05/07, 16:34,955.3677,29.3556,493.44,518.03
2024/05/07, 16:34,955.3627,29.3551,493.49,518.08
2024/05/07, 16:34,955.3555,29.3524,493.55,518.14
2024/05/07, 16:34,955.351,29.3521,493.59,518.18
2024/05/07, 16:34,955.3521,29.349,493.58,518.17
2024/05/07, 16:34,955.3531,29.3469,493.57,518.15
2024/05/07, 16:34,955.3571,29.3454,493.53,518.11
2024/05/07, 16:34,955.3563,29.3442,493.54,518.12
2024/05/07, 16:34,955.3591,29.3421,493.52,518.09
2024/05/07, 16:34,955.3638,29.3421,493.48,518.05
2024/05/07, 16:35,955.3552,29.34,493.55,518.12
2024/05/07, 16:35,955.3638,29.3386,493.48,518.04
2024/05/07, 16:35,955.3663,29.3386,493.45,518.02
2024/05/07, 16:35,955.369,29.3369,493.43,517.99
2024/05/07, 16:35,955.3603,29.3346,493.51,518.07
2024/05/07, 16:35,955.3688,29.3321,493.43,517.98
2024/05/07, 16:35,955.3741,29.3303,493.39,517.93
2024/05/07, 16:35,955.3531,29.3281,493.57,518.12
2024/05/07, 16:35,955.3621,29.3265,493.49,518.04
2024/05/07, 16:35,955.3716,29.3251,493.41,517.95
2024/05/07, 16:35,955.3806,29.3243,493.33,517.86
2024/05/07, 16:35,955.3805,29.3232,493.33,517.86
2024/05/07, 16:36,955.3771,29.3212,493.36,517.89
2024/05/07, 16:36,955.3727,29.3202,493.4,517.93
2024/05/07, 16:36,955.3715,29.3174,493.41,517.93
2024/05/07, 16:36,955.3642,29.3135,493.47,517.99
2024/05/07, 16:36,955.3593,29.3124,493.52,518.04
2024/05/07, 16:36,955.3688,29.313,493.43,517.95
2024/05/07, 16:36,955.3734,29.3121,493.39,517.91
2024/05/07, 16:36,955.3728,29.3091,493.4,517.91
2024/05/07, 16:36,955.3716,29.3071,493.41,517.92
2024/05/07, 16:36,955.3674,29.3054,493.44,517.95
2024/05/07, 16:36,955.3831,29.305,493.31,517.81
2024/05/07, 16:36,955.3817,29.3026,493.32,517.82
2024/05/07, 16:37,955.384,29.3007,493.3,517.79
2024/05/07, 16:37,955.3886,29.2992,493.26,517.75
2024/05/07, 16:37,955.3912,29.2995,493.24,517.72
2024/05/07, 16:37,955.3928,29.2979,493.22,517.71
2024/05/07, 16:37,955.3856,29.2968,493.29,517.77
2024/05/07, 16:37,955.3845,29.2959,493.3,517.78
2024/05/07, 16:37,955.3805,29.2958,493.33,517.81
2024/05/07, 16:37,955.3831,29.2941,493.31,517.79
2024/05/07, 16:37,955.3748,29.294,493.38,517.86
2024/05/07, 16:37,955.3663,29.2918,493.45,517.94
2024/05/07, 16:37,955.3681,29.2896,493.44,517.92
2024/05/07, 16:37,955.3799,29.2891,493.34,517.81
2024/05/07, 16:38,955.3737,29.2866,493.39,517.86
2024/05/07, 16:38,955.3744,29.2852,493.38,517.85
2024/05/07, 16:38,955.3884,29.2836,493.26,517.72
2024/05/07, 16:38,955.3884,29.2815,493.26,517.72
2024/05/07, 16:38,955.3831,29.2782,493.31,517.76
2024/05/07, 16:38,955.3945,29.2767,493.21,517.65
2024/05/07, 16:38,955.4038,29.2751,493.13,517.57
2024/05/07, 16:38,955.4026,29.2733,493.14,517.57
2024/05/07, 16:38,955.4053,29.2724,493.11,517.55
2024/05/07, 16:38,955.3929,29.2682,493.22,517.65
2024/05/07, 16:38,955.3914,29.2664,493.24,517.66
2024/05/07, 16:38,955.3922,29.265,493.23,517.65
2024/05/07, 16:39,955.387,29.2626,493.27,517.7
2024/05/07, 16:39,955.3847,29.2606,493.29,517.72
2024/05/07, 16:39,955.3809,29.2582,493.33,517.75
2024/05/07, 16:39,955.3901,29.2568,493.25,517.66
2024/05/07, 16:39,955.4056,29.2562,493.11,517.52
2024/05/07, 16:39,955.4099,29.2549,493.07,517.48
2024/05/07, 16:39,955.4135,29.2529,493.04,517.44
2024/05/07, 16:39,955.4075,29.2507,493.09,517.49
2024/05/07, 16:39,955.3954,29.2484,493.2,517.6
2024/05/07, 16:39,955.4025,29.2474,493.14,517.53
2024/05/07, 16:39,955.4002,29.2457,493.16,517.55
2024/05/07, 16:39,955.4081,29.2437,493.09,517.47
2024/05/07, 16:40,955.3925,29.2406,493.23,517.61
2024/05/07, 16:40,955.3974,29.2391,493.18,517.56
2024/05/07, 16:40,955.3986,29.2347,493.17,517.54
2024/05/07, 16:40,955.3982,29.2331,493.18,517.55
2024/05/07, 16:40,955.3992,29.2318,493.17,517.53
2024/05/07, 16:40,955.3979,29.2305,493.18,517.54
2024/05/07, 16:40,955.3943,29.2286,493.21,517.57
2024/05/07, 16:40,955.3973,29.2244,493.18,517.54
2024/05/07, 16:40,955.3926,29.2215,493.22,517.58
2024/05/07, 16:40,955.3864,29.2193,493.28,517.63
2024/05/07, 16:40,955.4006,29.2176,493.15,517.5
2024/05/07, 16:41,955.3876,29.2151,493.27,517.61
2024/05/07, 16:41,955.397,29.2127,493.19,517.52
2024/05/07, 16:41,955.39,29.2102,493.25,517.58
2024/05/07, 16:41,955.397,29.2087,493.19,517.51
2024/05/07, 16:41,955.403,29.2068,493.13,517.46
2024/05/07, 16:41,955.3974,29.2051,493.18,517.5
2024/05/07, 16:41,955.4001,29.2047,493.16,517.48
2024/05/07, 16:41,955.3943,29.2037,493.21,517.53
2024/05/07, 16:41,955.3865,29.2016,493.28,517.6
2024/05/07, 16:41,955.3879,29.1998,493.27,517.58
2024/05/07, 16:41,955.3862,29.1988,493.28,517.6
2024/05/07, 16:41,955.3978,29.1972,493.18,517.49
2024/05/07, 16:42,955.3957,29.1957,493.2,517.5
2024/05/07, 16:42,955.392,29.1954,493.23,517.54
2024/05/07, 16:42,955.3934,29.1946,493.22,517.52
2024/05/07, 16:42,955.3945,29.1931,493.21,517.51
2024/05/07, 16:42,955.3889,29.192,493.26,517.56
2024/05/07, 16:42,955.4018,29.1913,493.14,517.44
2024/05/07, 16:42,955.4037,29.1897,493.13,517.42
2024/05/07, 16:42,955.3956,29.1882,493.2,517.49
2024/05/07, 16:42,955.402,29.1879,493.14,517.43
2024/05/07, 16:42,955.4046,29.1878,493.12,517.41
2024/05/07, 16:42,955.4033,29.1869,493.13,517.42
2024/05/07, 16:42,955.4006,29.1842,493.15,517.44
2024/05/07, 16:43,955.3984,29.1839,493.17,517.46
2024/05/07, 16:43,955.3932,29.1823,493.22,517.5
2024/05/07, 16:43,955.395,29.181,493.2,517.49
2024/05/07, 16:43,955.3901,29.1792,493.25,517.53
2024/05/07, 16:43,955.3772,29.1781,493.36,517.64
2024/05/07, 16:43,955.3828,29.1779,493.31,517.59
2024/05/07, 16:43,955.3925,29.1791,493.23,517.5
2024/05/07, 16:43,955.3845,29.1788,493.3,517.58
2024/05/07, 16:43,955.3965,29.1769,493.19,517.46
2024/05/07, 16:43,955.4079,29.1759,493.09,517.36
2024/05/07, 16:43,955.4101,29.1745,493.07,517.34
2024/05/07, 16:43,955.3973,29.1742,493.18,517.45
2024/05/07, 16:44,955.3975,29.1732,493.18,517.45
2024/05/07, 16:44,955.3951,29.1712,493.2,517.47
2024/05/07, 16:44,955.4052,29.1698,493.11,517.37
2024/05/07, 16:44,955.4034,29.1675,493.13,517.39
2024/05/07, 16:44,955.4073,29.1656,493.1,517.35
2024/05/07, 16:44,955.4093,29.1664,493.08,517.33
2024/05/07, 16:44,955.4185,29.1667,493.0,517.25
2024/05/07, 16:44,955.4123,29.1647,493.05,517.3
2024/05/07, 16:44,955.4153,29.1649,493.03,517.27
2024/05/07, 16:44,955.4199,29.1647,492.99,517.23
2024/05/07, 16:44,955.4208,29.1628,492.98,517.22
2024/05/07, 16:44,955.4204,29.1626,492.98,517.22
2024/05/07, 16:45,955.4296,29.1617,492.9,517.14
2024/05/07, 16:45,955.4395,29.1615,492.82,517.04
2024/05/07, 16:45,955.4413,29.1596,492.8,517.02
2024/05/07, 16:45,955.451,29.1593,492.71,516.94
2024/05/07, 16:45,955.4442,29.1582,492.77,517.0
2024/05/07, 16:45,955.4462,29.1581,492.76,516.98
2024/05/07, 16:45,955.4453,29.1559,492.76,516.98
2024/05/07, 16:45,955.4472,29.1547,492.75,516.96
2024/05/07, 16:45,955.4427,29.1532,492.79,517.0
2024/05/07, 16:45,955.437,29.1524,492.84,517.05
2024/05/07, 16:45,955.438,29.1524,492.83,517.04
2024/05/07, 16:45,955.4377,29.1514,492.83,517.04
2024/05/07, 16:46,955.4304,29.15,492.89,517.11
2024/05/07, 16:46,955.4381,29.1496,492.83,517.04
2024/05/07, 16:46,955.4426,29.1493,492.79,516.99
2024/05/07, 16:46,955.4518,29.1491,492.71,516.91
2024/05/07, 16:46,955.4568,29.1476,492.66,516.86
2024/05/07, 16:46,955.4674,29.1457,492.57,516.76
2024/05/07, 16:46,955.472,29.1456,492.53,516.72
2024/05/07, 16:46,955.4698,29.1459,492.55,516.74
2024/05/07, 16:46,955.4665,29.1443,492.58,516.77
2024/05/07, 16:46,955.4587,29.1424,492.65,516.84
2024/05/07, 16:46,955.4584,29.1409,492.65,516.84
2024/05/07, 16:46,955.4621,29.1386,492.62,516.8
2024/05/07, 16:47,955.4599,29.1388,492.64,516.82
2024/05/07, 16:47,955.4643,29.1374,492.6,516.78
2024/05/07, 16:47,955.4641,29.1364,492.6,516.78
2024/05/07, 16:47,955.4597,29.1349,492.64,516.81
2024/05/07, 16:47,955.4599,29.1362,492.64,516.81
2024/05/07, 16:47,955.4388,29.1349,492.82,517.01
2024/05/07, 16:47,955.4406,29.1331,492.81,516.99
2024/05/07, 16:47,955.4343,29.1315,492.86,517.04
2024/05/07, 16:47,955.4386,29.1314,492.82,517.0
2024/05/07, 16:47,955.4454,29.1296,492.76,516.94
2024/05/07, 16:47,955.4573,29.1279,492.66,516.82
2024/05/07, 16:47,955.4567,29.1267,492.67,516.83
2024/05/07, 16:48,955.4504,29.1257,492.72,516.88
2024/05/07, 16:48,955.4444,29.1243,492.77,516.94
2024/05/07, 16:48,955.4547,29.1208,492.68,516.84
2024/05/07, 16:48,955.4678,29.1208,492.57,516.72
2024/05/07, 16:48,955.4709,29.1202,492.54,516.69
2024/05/07, 16:48,955.4691,29.1187,492.56,516.7
2024/05/07, 16:48,955.4601,29.1171,492.64,516.78
2024/05/07, 16:48,955.4473,29.1151,492.75,516.89
2024/05/07, 16:48,955.447,29.1135,492.75,516.89
2024/05/07, 16:48,955.4655,29.1133,492.59,516.72
2024/05/07, 16:48,955.4624,29.1109,492.62,516.75
2024/05/07, 16:48,955.4714,29.1096,492.54,516.66
2024/05/07, 16:49,955.4841,29.1068,492.43,516.54
2024/05/07, 16:49,955.4799,29.1056,492.46,516.58
2024/05/07, 16:49,955.4808,29.1034,492.45,516.57
2024/05/07, 16:49,955.4941,29.1031,492.34,516.44
2024/05/07, 16:49,955.5002,29.1019,492.29,516.39
2024/05/07, 16:49,955.5022,29.0991,492.27,516.36
2024/05/07, 16:49,955.4991,29.0986,492.29,516.39
2024/05/07, 16:49,955.5063,29.0988,492.23,516.33
2024/05/07, 16:49,955.4835,29.0964,492.43,516.53
2024/05/07, 16:49,955.4745,29.0939,492.51,516.61
2024/05/07, 16:49,955.4724,29.0933,492.53,516.63
2024/05/07, 16:49,955.4874,29.0927,492.4,516.49
2024/05/07, 16:50,955.4838,29.0922,492.43,516.52
2024/05/07, 16:50,955.4913,29.0918,492.36,516.45
2024/05/07, 16:50,955.4969,29.0889,492.31,516.39
2024/05/07, 16:50,955.4977,29.0862,492.31,516.38
2024/05/07, 16:50,955.4926,29.0859,492.35,516.43
2024/05/07, 16:50,955.5049,29.0859,492.24,516.32
2024/05/07, 16:50,955.5129,29.084,492.17,516.24
2024/05/07, 16:50,955.5296,29.0826,492.03,516.08
2024/05/07, 16:50,955.5353,29.0825,491.98,516.03
2024/05/07, 16:50,955.5472,29.0795,491.87,515.92
2024/05/07, 16:50,955.5401,29.0775,491.94,515.98
2024/05/07, 16:50,955.5463,29.0762,491.88,515.92
2024/05/07, 16:51,955.5503,29.0746,491.85,515.88
2024/05/07, 16:51,955.5475,29.0744,491.87,515.91
2024/05/07, 16:51,955.5476,29.0734,491.87,515.9
2024/05/07, 16:51,955.5507,29.0732,491.84,515.87
2024/05/07, 16:51,955.5499,29.07,491.85,515.88
2024/05/07, 16:51,955.5563,29.0701,491.8,515.82
2024/05/07, 16:51,955.5486,29.0691,491.86,515.89
2024/05/07, 16:51,955.5464,29.0675,491.88,515.9
2024/05/07, 16:51,955.5413,29.0655,491.93,515.95
2024/05/07, 16:51,955.5452,29.0653,491.89,515.91
2024/05/07, 16:51,955.5419,29.0627,491.92,515.94
2024/05/07, 16:51,955.5477,29.0612,491.87,515.88
2024/05/07, 16:52,955.5364,29.0605,491.97,515.98
2024/05/07, 16:52,955.5437,29.0599,491.91,515.92
2024/05/07, 16:52,955.528,29.058,492.04,516.06
2024/05/07, 16:52,955.5275,29.0568,492.05,516.06
2024/05/07, 16:52,955.5383,29.0551,491.95,515.96
2024/05/07, 16:52,955.5477,29.055,491.87,515.87
2024/05/07, 16:52,955.5309,29.0528,492.02,516.02
2024/05/07, 16:52,955.5346,29.0519,491.98,515.99
2024/05/07, 16:52,955.538,29.0522,491.96,515.96
2024/05/07, 16:52,955.5328,29.0524,492.0,516.0
2024/05/07, 16:52,955.5367,29.0512,491.97,515.97
2024/05/07, 16:52,955.5314,29.0498,492.01,516.01
